"";"data.indexRL";"data.indexS";"data.indexA";"data.female";"chechnya"
"781";0,5;0,3;0,2;1;1
"782";0,1;0,5;0;1;1
"783";0,3;0,4;0,3;0;1
"784";0,3;0,5;0,2;0;1
"785";0,2;0,3;0,4;0;1
"786";0,1;0,2;0,4;0;1
"787";0,1;0,7;0,1;1;1
"788";0,2;0,5;0,2;0;1
"789";0,6;0,1;0,3;1;1
"790";0,5;0,3;0,2;1;1
"791";0,6;0,3;0;1;1
"792";0,7;0;0,3;0;1
"793";0,5;0,5;0;0;1
"794";0,1;0,5;0,2;1;1
"795";0,4;0,4;0,2;0;1
"796";0;1;0;1;1
"797";0,4;0,4;0,1;1;1
"798";0,4;0,2;0,4;0;1
"799";0,4;0,3;0,3;0;1
"800";0,1;0,2;0,7;0;1
"801";0,4;0,2;0,3;0;1
"802";0,1;0,2;0,5;0;1
"803";0,5;0,2;0,2;1;1
"804";0,3;0,4;0;0;1
"805";0,1;0,7;0,1;1;1
"806";0,1;0,2;0,4;1;1
"807";0,3;0,1;0,4;1;1
"808";0,1;0,9;0;1;1
"809";0,2;0,3;0,3;0;1
"810";0,5;0,1;0,2;1;1
"811";0,2;0,2;0,3;0;1
"812";0,5;0,1;0,2;0;1
"813";0,4;0,4;0;0;1
"814";0;0,9;0;0;1
"815";0;0,6;0,2;0;1
"816";0,8;0;0;1;1
"817";0,4;0,5;0,1;1;1
"818";0,8;0,2;0;1;1
"819";0,6;0,3;0,1;0;1
"820";1;0;0;1;1
"821";0,9;0;0;0;1
"822";0,7;0,3;0;0;1
"823";0,8;0,1;0,1;0;1
"824";0,2;0,5;0,2;1;1
"825";0;0,8;0,2;0;1
"826";0;0,3;0,4;0;1
"827";0,1;0,5;0,3;0;1
"828";0,4;0,2;0,4;0;1
"829";0;0,5;0,5;1;1
"830";0;0;1;1;1
"831";0,3;0,3;0,1;0;1
"832";0,2;0,4;0,1;1;1
"833";0,8;0,1;0;1;1
"834";0,4;0,2;0,2;0;1
"835";0;0,3;0,6;0;1
"836";0,4;0,2;0,3;1;1
"837";0,7;0,1;0;0;1
"838";0,1;0,9;0;0;1
"839";0,4;0,5;0,1;1;1
"840";0;1;0;1;1
"841";0,1;0,2;0,1;1;1
"842";0,4;0;0,4;1;1
"843";0,8;0;0;0;1
"844";0,3;0,4;0,3;1;1
"845";0,5;0,3;0,2;0;1
"846";0,5;0,3;0,1;1;1
"847";0,1;0,6;0,2;0;1
"848";0,4;0,3;0,3;1;1
"849";0,4;0,3;0,3;0;1
"850";0,5;0,1;0,4;0;1
"851";0,5;0,1;0,3;0;1
"852";0,8;0,1;0;0;1
"853";0,4;0,1;0,5;0;1
"854";0,1;0,1;0,8;0;1
"855";0,1;0,2;0,7;0;1
"856";0,1;0,7;0,1;1;1
"857";0,6;0;0,2;1;1
"858";0,7;0,2;0;0;1
"859";0,4;0,1;0,3;1;1
"860";0,3;0,7;0;1;1
"861";0,6;0,2;0;0;1
"862";0,8;0,1;0,1;0;1
"863";0,4;0;0,6;1;1
"864";0,3;0,7;0;0;1
"865";0,2;0,4;0,3;0;1
"866";0,1;0,6;0,1;0;1
"867";0;1;0;0;1
"868";0,4;0,5;0,1;1;1
"869";0,2;0,3;0,3;1;1
"870";0,2;0,8;0;0;1
"871";0,3;0,3;0,4;1;1
"872";0,3;0,6;0,1;0;1
"873";0,3;0,3;0,3;1;1
"874";0,1;0,2;0,4;1;1
"875";0,6;0,2;0,1;1;1
"876";0,3;0,5;0,1;1;1
"877";0,2;0,3;0,4;1;1
"878";0,6;0,1;0,3;1;1
"879";0,6;0,2;0,2;1;1
"880";0,2;0,8;0;1;1
"881";0;1;0;0;1
"882";0,3;0,3;0,2;1;1
"883";0,3;0,7;0;0;1
"884";0,1;0,3;0,6;1;1
"885";0,3;0,1;0,4;1;1
"886";0,4;0,5;0;0;1
"887";0,4;0,1;0,1;1;1
"888";0,3;0,2;0,2;1;1
"889";0,3;0,4;0,2;0;1
"890";0,8;0,1;0;0;1
"891";0,6;0,2;0,2;1;1
"892";0,8;0;0;1;1
"893";0,6;0,2;0,1;1;1
"894";0,8;0,2;0;1;1
"895";0;0,9;0,1;0;1
"896";0,4;0,4;0;0;1
"897";0,2;0,5;0,2;1;1
"898";0;1;0;0;1
"899";0,3;0,3;0,1;0;1
"900";0,3;0;0,3;1;1
"901";0,7;0,2;0,1;1;1
"902";0,4;0,1;0,5;1;1
"903";0,3;0,1;0;1;1
"904";0,5;0,3;0;1;1
"905";0,5;0,5;0;1;1
"906";0,3;0,6;0;1;1
"907";0,4;0;0;1;1
"908";0,4;0,2;0,2;1;1
"909";0,1;0,3;0,5;1;1
"910";0,2;0,4;0,1;0;1
"911";0,2;0,7;0;0;1
"912";0;0,5;0,3;1;1
"913";0,1;0,7;0,2;0;1
"914";0;0,5;0,2;0;1
"915";0,1;0,8;0,1;0;1
"916";0;0,4;0,5;0;1
"917";0,1;0,6;0,2;0;1
"918";0,3;0,3;0,3;0;1
"919";0,4;0,4;0;1;1
"920";0,9;0;0,1;1;1
"921";0,3;0,2;0,4;1;1
"922";0,9;0;0,1;1;1
"923";0,1;0,7;0,2;1;1
"924";0,1;0,8;0,1;0;1
"925";0;1;0;0;1
"926";0,2;0,5;0,3;1;1
"927";0,1;0;0,9;0;1
"928";0,4;0,3;0,3;0;1
"929";0,1;0,2;0,6;0;1
"930";0,3;0,4;0,2;0;1
"931";0,4;0;0,5;0;1
"932";0,3;0;0,5;0;1
"933";0;0,4;0,5;0;1
"934";0,5;0,4;0,1;1;1
"935";0,2;0,4;0,4;0;1
"936";0,1;0,3;0,2;0;1
"937";0,3;0,4;0,2;1;1
"938";0,3;0,2;0,4;1;1
"939";0,4;0,1;0,4;1;1
"940";0,4;0,3;0,2;0;1
"941";0,3;0,4;0,1;0;1
"942";1;0;0;1;1
"943";0,7;0,3;0;1;1
"944";0,5;0,5;0;1;1
"945";0,4;0;0,3;0;1
"946";0,6;0,1;0,3;0;1
"947";0,6;0,1;0,3;1;1
"948";0,7;0,3;0;0;1
"949";0,8;0,2;0;0;1
"950";0,3;0,3;0,4;0;1
"951";0;0,1;0,9;0;1
"952";0,3;0,4;0,3;1;1
"953";0,5;0,3;0,1;1;1
"954";0,1;0,8;0,1;0;1
"955";0,2;0,8;0;0;1
"956";0;1;0;0;1
"957";0;1;0;1;1
"958";0,3;0,3;0,2;0;1
"959";0;0,3;0,6;0;1
"960";0,1;0,3;0,6;1;1
"961";0,1;0,3;0,5;1;1
"962";0,2;0,3;0,3;0;1
"963";0,2;0,4;0,2;0;1
"964";0,2;0,3;0,4;1;1
"965";0,2;0,8;0;1;1
"966";0,2;0,6;0,2;0;1
"967";0,3;0,7;0;1;1
"968";0,3;0,1;0,4;0;1
"969";0,7;0;0,2;0;1
"970";0,3;0,4;0,3;1;1
"971";0,3;0,3;0,3;1;1
"972";0,2;0,3;0,4;0;1
"973";0;0,4;0,1;0;1
"974";0,8;0,1;0;1;1
"975";0,4;0,4;0;1;1
"976";0,2;0,5;0,2;0;1
"977";0,3;0,3;0,2;0;1
"978";0,3;0;0,3;0;1
"979";0,5;0,4;0,1;1;1
"980";0,2;0,4;0,1;0;1
"981";0,1;0,9;0;0;1
"982";0,3;0,6;0;1;1
"983";0,3;0,5;0,1;1;1
"984";0,3;0;0,2;1;1
"985";0,2;0,7;0;1;1
"986";0,1;0,1;0,6;1;1
"987";0,2;0,5;0;1;1
"988";0,7;0;0,3;1;1
"989";0,6;0,3;0,1;0;1
"990";0,1;0,4;0,5;0;1
"991";0,6;0,2;0,2;1;1
"992";0,2;0,2;0,6;1;1
"993";0,1;0,2;0,2;0;1
"994";0,1;0,1;0,8;1;1
"995";0,7;0;0,2;1;1
"996";0,4;0,3;0;1;1
"997";0,5;0,3;0;1;1
"998";0,3;0,4;0,2;0;1
"999";0,3;0,2;0,3;1;1
"1000";0,6;0,1;0;1;1
"1001";0,4;0,3;0,2;1;1
"1002";0,7;0,2;0,1;0;1
"1003";0,6;0,3;0,1;1;1
"1004";0,5;0,4;0,1;0;1
"1005";0,2;0,4;0,3;0;1
"1006";0,2;0,4;0,3;0;1
"1007";0,1;0,5;0,3;0;1
"1008";0,3;0,2;0,4;0;1
"1009";0,2;0;0,8;1;1
"1010";0,3;0,3;0,4;0;1
"1011";0,2;0,3;0,3;0;1
"1012";0,1;0,5;0,3;0;1
"1013";0,5;0,4;0,1;1;1
"1014";0;0,1;0,9;0;1
"1015";0,2;0,4;0,3;0;1
"1016";0,9;0;0;1;1
"1017";0,7;0,1;0,2;0;1
"1018";0;1;0;0;1
"1019";0,2;0,2;0,1;1;1
"1020";0,6;0,2;0;1;1
"1021";0,4;0,2;0,3;0;1
"1022";0,1;0,6;0,1;0;1
"1023";0,6;0,2;0,2;1;1
"1024";0,6;0,3;0,1;0;1
"1025";0,2;0,5;0,2;0;1
"1026";0;1;0;0;1
"1027";0,3;0,1;0,4;0;1
"1028";0,3;0,6;0,1;0;1
"1029";0,2;0,5;0,3;0;1
"1030";0,6;0,2;0;1;1
"1031";0,5;0,3;0,2;0;1
"1032";0,2;0,8;0;1;1
"1033";0;1;0;0;1
"1034";0,3;0,5;0,2;1;1
"1035";0,6;0,1;0,3;1;1
"1036";0,3;0,7;0;0;1
"1037";0,1;0,7;0,2;0;1
"1038";0,1;0,7;0,2;1;1
"1039";0,3;0,6;0,1;0;1
"1040";0,2;0,6;0,2;0;1
"1041";0,4;0,5;0,1;1;1
"1042";0,3;0,1;0,6;1;1
"1043";0,1;0,8;0;0;1
"1044";0,4;0,5;0,1;0;1
"1045";0,4;0,2;0,3;1;1
"1046";0,4;0,6;0;1;1
"1047";0,2;0,4;0,4;0;1
"1048";0,2;0;0,8;0;1
"1049";0,1;0,5;0,1;1;1
"1050";0,5;0;0,2;0;1
"1051";0,2;0,3;0,5;1;1
"1052";0;1;0;0;1
"1053";1;0;0;1;1
"1054";0,8;0,1;0,1;1;1
"1055";0,1;0,7;0,1;1;1
"1056";0,1;0,5;0,3;1;1
"1057";0,2;0;0,2;0;1
"1058";0,5;0;0,4;1;1
"1059";1;0;0;1;1
"1060";0,2;0,3;0,2;0;1
"1061";1;0;0;0;1
"1062";0,2;0,7;0,1;1;1
"1063";0;1;0;0;1
"1064";0;0;0,9;1;1
"1065";0,1;0;0,3;0;1
"1066";0;0;1;1;1
"1067";0,1;0,2;0,7;1;1
"1068";0,5;0,1;0,1;1;1
"1069";0,2;0,3;0,2;0;1
"1070";0,3;0,1;0;1;1
"1071";0,4;0;0,1;0;1
"1072";0,8;0;0,2;0;1
"1073";0,4;0,3;0,3;1;1
"1074";0,9;0,1;0;0;1
"1075";0,4;0,3;0;0;1
"1076";0,8;0,1;0,1;1;1
"1077";0,1;0,9;0;0;1
"1078";0,3;0,7;0;1;1
"1079";0,2;0,8;0;1;1
"1080";0;1;0;0;1
"1081";0,2;0,6;0,2;1;1
"1082";0,5;0,4;0,1;1;1
"1083";0,3;0,2;0,5;0;1
"1084";0,3;0,6;0,1;1;1
"1085";0,3;0,1;0,6;0;1
"1086";0,5;0,1;0,1;0;1
"1087";0,7;0;0,3;1;1
"1088";0,4;0,4;0,2;0;1
"1089";0,5;0,5;0;0;1
"1090";0,3;0,6;0,1;1;1
"1091";0,2;0,3;0,5;0;1
"1092";0,1;0,4;0,4;1;1
"1093";0,4;0,2;0,4;0;1
"1094";0;0;1;0;1
"1095";1;0;0;1;1
"1096";0,8;0;0,1;0;1
"1097";0,6;0,3;0,1;0;1
"1098";0,5;0,4;0;1;1
"1099";0,7;0,3;0;0;1
"1100";1;0;0;0;1
"1101";0;1;0;1;1
"1102";0,6;0,4;0;1;1
"1103";0,5;0,4;0,1;0;1
"1104";0,5;0,5;0;0;1
"1105";0,2;0,8;0;1;1
"1106";0;1;0;1;1
"1107";0,3;0,6;0,1;1;1
"1108";0,3;0,2;0,5;0;1
"1109";0,2;0;0,8;1;1
"1110";0,8;0,1;0,1;0;1
"1111";0,2;0,3;0,5;0;1
"1112";0,1;0,1;0,8;0;1
"1113";0,4;0,4;0,1;1;1
"1114";0,3;0,2;0,2;0;1
"1115";0,3;0,4;0,1;0;1
"1116";0,6;0,1;0,2;1;1
"1117";0,3;0,1;0,4;0;1
"1118";0,3;0,5;0,1;1;1
"1119";0,7;0,2;0,1;0;1
"1120";0,5;0,3;0,1;1;1
"1121";0,7;0,3;0;0;1
"1122";0,5;0,2;0;1;1
"1123";0,2;0,6;0,1;1;1
"1124";0,3;0,1;0,6;1;1
"1125";0,4;0,3;0,1;1;1
"1126";0,6;0,3;0,1;1;1
"1127";0,4;0,6;0;0;1
"1128";0,2;0,8;0;0;1
"1129";0,2;0,6;0;1;1
"1130";0,3;0,7;0;0;1
"1131";0,3;0,7;0;0;1
"1132";0,3;0,2;0,4;1;1
"1133";0,1;0,8;0,1;0;1
"1134";0,2;0;0,6;1;1
"1135";0,2;0,6;0;1;1
"1136";0,6;0,2;0,1;1;1
"1137";0,5;0,5;0;1;1
"1138";0,3;0,7;0;1;1
"1139";0,5;0,4;0,1;0;1
"1140";0,1;0,9;0;1;1
"1141";0,4;0,4;0,2;1;1
"1142";0,2;0,6;0,2;1;1
"1143";0,3;0,5;0,1;1;1
"1144";0,4;0,4;0,2;1;1
"1145";0,1;0,9;0;1;1
"1146";0,5;0,5;0;1;1
"1147";0,2;0,7;0,1;1;1
"1148";0,2;0,8;0;0;1
"1149";0,5;0,3;0,2;1;1
"1150";0,1;0,9;0;0;1
"1151";0,3;0,7;0;0;1
"1152";0;1;0;0;1
"1153";0,4;0,6;0;1;1
"1154";0,1;0,9;0;1;1
"1155";0;0,9;0,1;1;1
"1156";0,5;0,3;0,2;1;1
"1157";0,3;0,4;0,3;1;1
"1158";0,1;0,8;0;1;1
"1159";0,3;0,4;0,1;0;1
"1160";0,2;0,3;0,3;1;1
"1161";0,2;0,5;0,2;0;1
"1162";0,2;0,5;0,2;1;1
"1163";0,1;0,5;0,3;0;1
"1164";0,3;0,2;0,3;1;1
"1165";0;0;0,7;0;1
"1166";0,3;0,7;0;1;1
"1167";0,4;0,5;0,1;1;1
"1168";0,5;0,3;0;1;1
"1169";0,3;0,4;0,1;0;1
"1170";0,5;0,3;0,2;1;1
"1171";0,1;0,8;0,1;0;1
"1172";0,6;0,2;0;1;1
"1173";0;0,1;0,5;0;1
"1174";0,1;0,5;0,1;1;1
"1175";0,3;0,4;0,2;0;1
"1176";0,3;0,1;0;1;1
"1177";0,4;0,3;0,2;0;1
"1178";0,2;0,1;0,5;0;1
"1179";0,4;0,2;0,2;0;1
"1180";0,1;0,3;0,5;0;1
"1181";0,3;0,2;0,2;0;1
"1182";0,2;0,5;0,3;0;1
"1183";0,5;0,1;0,4;1;1
"1184";0,7;0,1;0;1;1
"1185";0,4;0,3;0,2;1;1
"1186";0,1;0,7;0,1;0;1
"1187";0,5;0,4;0,1;1;1
"1188";0,1;0,7;0,1;0;1
"1189";0,2;0,4;0,2;0;1
"1190";0;0,3;0,4;1;1
"1191";0,9;0,1;0;1;1
"1192";0,9;0;0;1;1
"1193";0;0,1;0,6;0;1
"1194";0,2;0,8;0;1;1
"1195";0,2;0,7;0,1;1;1
"1196";0,1;0,1;0,3;1;1
"1197";0,2;0,2;0,6;0;1
"1198";0,7;0;0,1;0;1
"1199";0,1;0,4;0,1;0;1
"1200";0,4;0,3;0,3;1;1
"1201";0,3;0;0,3;1;1
"1202";1;0;0;1;1
"1203";0,8;0,1;0,1;1;1
"1204";0,3;0,2;0,4;0;1
"1205";0,2;0,7;0,1;1;1
"1206";0;0,7;0,3;0;1
"1207";0,4;0,3;0,3;0;1
"1208";0,2;0,7;0,1;1;1
"1209";0,2;0,4;0,3;0;1
"1210";0,4;0,1;0,4;0;1
"1211";0,5;0;0,4;1;1
"1212";0,5;0,1;0,2;1;1
"1213";0,4;0,2;0,2;1;1
"1214";0,3;0,4;0,3;1;0
"1215";1;0;0;0;0
"1216";0,6;0,2;0,2;1;0
"1217";0,4;0,3;0,3;0;0
"1218";0;0,4;0,5;0;0
"1219";0,7;0,3;0;0;0
"1220";0,7;0;0,3;0;0
"1221";0,5;0,1;0;0;0
"1222";0,4;0,1;0,3;1;0
"1223";0,2;0,5;0,1;1;0
"1224";0,1;0,1;0,6;0;0
"1225";0,5;0,2;0,2;1;0
"1226";1;0;0;0;0
"1227";0,4;0;0,6;1;0
"1228";0,2;0,4;0;1;0
"1229";0,7;0;0,1;0;0
"1230";0,4;0,1;0,4;0;0
"1231";0,1;0,6;0,2;0;0
"1232";0,2;0,3;0,3;1;0
"1233";0;1;0;0;0
"1234";0,3;0;0,5;0;0
"1235";0,9;0,1;0;0;0
"1236";0;0,7;0,3;0;0
"1237";0,1;0,4;0,5;1;0
"1238";0,3;0,6;0,1;1;0
"1239";0,1;0,3;0,3;0;0
"1240";0,5;0,1;0;1;0
"1241";0,5;0,2;0,1;1;0
"1242";0,3;0;0,6;0;0
"1243";0,4;0,6;0;1;0
"1244";0,1;0,5;0,3;0;0
"1245";0,6;0,2;0,2;0;0
"1246";0,3;0,3;0,3;0;0
"1247";0,8;0,2;0;1;0
"1248";0,6;0,3;0;0;0
"1249";0,6;0,2;0,1;0;0
"1250";0,4;0,3;0,1;0;0
"1251";0,8;0;0;0;0
"1252";0,8;0,1;0,1;1;0
"1253";0,3;0,4;0,3;1;0
"1254";0,3;0,3;0,2;1;0
"1255";0,7;0,1;0,2;0;0
"1256";0,9;0;0;0;0
"1257";0,8;0,2;0;0;0
"1258";0,3;0,4;0,3;0;0
"1259";0,7;0,1;0,2;1;0
"1260";0,6;0,1;0,1;1;0
"1261";0,4;0,6;0;0;0
"1262";0,2;0,4;0,2;0;0
"1263";0,2;0,4;0,3;0;0
"1264";0,5;0,1;0,4;0;0
"1265";0,8;0;0,1;0;0
"1266";0,5;0,1;0,2;1;0
"1267";0,8;0;0,1;0;0
"1268";0,5;0,1;0,2;1;0
"1269";0,6;0,2;0;1;0
"1270";0;0,4;0;0;0
"1271";0,5;0,3;0,1;0;0
"1272";0,7;0,3;0;1;0
"1273";0,6;0,1;0;0;0
"1274";1;0;0;1;0
"1275";0,7;0,3;0;0;0
"1276";0,6;0,3;0,1;0;0
"1277";0,6;0,1;0;1;0
"1278";0,7;0,3;0;1;0
"1279";0,6;0,2;0,1;1;0
"1280";0,7;0,1;0;1;0
"1281";0,5;0,4;0;0;0
"1282";0,5;0,4;0;0;0
"1283";0,7;0,1;0;0;0
"1284";0,4;0,6;0;1;0
"1285";0,8;0,2;0;1;0
"1286";0,1;0,3;0,3;1;0
"1287";0,5;0,1;0,4;0;0
"1288";0,5;0,2;0,1;0;0
"1289";0;1;0;0;0
"1290";0,7;0,1;0;1;0
"1291";0,7;0,3;0;0;0
"1292";0,2;0,2;0,4;0;0
"1293";0,4;0;0,3;1;0
"1294";0,7;0,1;0;0;0
"1295";0,6;0,2;0,1;0;0
"1296";0,8;0,2;0;0;0
"1297";0,6;0,1;0,3;1;0
"1298";0;0;1;1;0
"1299";0,1;0,1;0,8;0;0
"1300";0,6;0,2;0,2;0;0
"1301";0,7;0,1;0,1;1;0
"1302";0,1;0,8;0,1;1;0
"1303";0,4;0,1;0,1;1;0
"1304";0,7;0,3;0;1;0
"1305";0,2;0,1;0,6;1;0
"1306";0,5;0,1;0,4;0;0
"1307";0,4;0,2;0,2;1;0
"1308";0,3;0,3;0,4;1;0
"1309";0,7;0,2;0;1;0
"1310";0,1;0,1;0,1;1;0
"1311";0,6;0,2;0,2;NA;0
"1312";0;0;0,7;0;0
"1313";0,8;0,2;0;0;0
"1314";0,6;0,3;0;0;0
"1315";0,4;0,2;0,3;0;0
"1316";0,5;0,2;0,3;0;0
"1317";0,8;0,2;0;1;0
"1318";0,4;0,2;0,3;0;0
"1319";1;0;0;0;0
"1320";0,2;0,6;0,1;1;0
"1321";0,3;0,3;0,3;0;0
"1322";0,4;0,6;0;1;0
"1323";0,6;0,2;0,1;1;0
"1324";0,1;0,8;0;1;0
"1325";0,4;0,3;0,1;1;0
"1326";0,3;0,3;0,4;0;0
"1327";0,5;0,5;0;0;0
"1328";0,2;0;0,8;0;0
"1329";0,6;0,4;0;0;0
"1330";0,6;0,2;0,2;1;0
"1331";0,5;0,4;0;1;0
"1332";0,5;0,2;0,3;1;0
"1333";0,5;0,2;0,3;1;0
"1334";0,7;0,3;0;0;0
"1335";0,8;0,2;0;1;0
"1336";0,6;0,4;0;0;0
"1337";0,5;0,2;0,2;0;0
"1338";0,4;0,1;0,4;0;0
"1339";0,6;0;0,4;0;0
"1340";0,4;0;0,4;1;0
"1341";0,5;0,2;0,2;1;0
"1342";0,9;0,1;0;0;0
"1343";0,9;0;0;1;0
"1344";0,6;0,3;0;1;0
"1345";0,3;0,5;0,1;1;0
"1346";0;0,5;0,1;0;0
"1347";0,1;0,3;0,3;1;0
"1348";0,5;0,4;0,1;1;0
"1349";0,3;0,3;0,2;1;0
"1350";0,9;0,1;0;1;0
"1351";0,5;0,3;0;0;0
"1352";0,5;0,4;0;1;0
"1353";0,4;0,2;0,3;1;0
"1354";0,9;0;0;0;0
"1355";0,4;0;0,4;1;0
"1356";0,9;0,1;0;1;0
"1357";0,8;0,1;0,1;1;0
"1358";0,7;0;0;1;0
"1359";0,6;0,4;0;0;0
"1360";0,6;0,4;0;0;0
"1361";0,6;0,1;0;0;0
"1362";0,8;0;0;0;0
"1363";0,2;0,7;0,1;0;0
"1364";0,2;0,3;0,5;0;0
"1365";0,7;0,3;0;1;0
"1366";0,4;0,2;0,1;0;0
"1367";0,5;0,3;0,2;0;0
"1368";0;0,9;0;1;0
"1369";0,4;0,6;0;0;0
"1370";0,5;0,4;0,1;0;0
"1371";1;0;0;0;0
"1372";0,5;0,5;0;1;0
"1373";0,3;0,6;0;0;0
"1374";0,7;0,3;0;0;0
"1375";0;1;0;0;0
"1376";0,2;0,3;0,1;1;0
"1377";0,6;0,1;0,1;1;0
"1378";0,6;0,4;0;0;0
"1379";0;1;0;0;0
"1380";0,4;0,6;0;0;0
"1381";0;0,4;0;0;0
"1382";0,3;0,2;0,3;1;0
"1383";0,3;0,5;0,1;0;0
"1384";0,1;0,5;0,3;0;0
"1385";0,4;0,5;0;1;0
"1386";0,3;0,2;0,4;0;0
"1387";0,3;0,4;0,1;1;0
"1388";0,8;0;0;1;0
"1389";0,2;0,8;0;1;0
"1390";0;0;1;0;0
"1391";0,2;0,4;0,4;0;0
"1392";0,4;0,3;0;0;0
"1393";0,5;0,5;0;1;0
"1394";0,4;0,4;0,1;0;0
"1395";0,5;0,3;0,1;1;0
"1396";0;0;1;0;0
"1397";0,1;0,3;0,2;0;0
"1398";0,6;0,4;0;0;0
"1399";0,8;0;0,1;0;0
"1400";0,1;0,1;0,8;1;0
"1401";0,7;0,1;0,2;1;0
"1402";0,4;0,2;0,1;1;0
"1403";0,3;0,1;0,3;1;0
"1404";0,7;0;0;1;0
"1405";1;0;0;1;0
"1406";0,1;0,8;0,1;1;0
"1407";0,4;0,4;0;0;0
"1408";0;0,8;0;0;0
"1409";0,2;0,3;0,2;1;0
"1410";0,6;0,2;0,1;1;0
"1411";0;0;1;0;0
"1412";0,8;0,1;0,1;0;0
"1413";0,3;0,3;0,1;0;0
"1414";0,6;0,3;0,1;1;0
"1415";0,5;0,2;0,3;1;0
"1416";0,1;0,4;0,1;0;0
"1417";0,2;0,6;0,1;0;0
"1418";0,7;0,1;0;1;0
"1419";0,4;0,1;0,1;0;0
"1420";0,8;0,1;0;1;0
"1421";0;0,2;0,1;1;0
"1422";0;0,2;0,1;1;0
"1423";0,2;0,4;0,2;0;0
"1424";0,1;0,2;0,7;1;0
"1425";0,2;0,1;0,6;1;0
"1426";0,4;0,1;0,5;0;0
"1427";0,2;0,5;0,2;0;0
"1428";0,1;0,9;0;0;0
"1429";0,1;0,3;0,4;0;0
"1430";0,4;0,2;0,3;0;0
"1431";0,1;0,9;0;1;0
"1432";0,4;0,4;0,2;0;0
"1433";0,8;0,1;0,1;1;0
"1434";0,5;0,1;0,4;0;0
"1435";0,6;0,4;0;0;0
"1436";0,8;0,2;0;1;0
"1437";1;0;0;NA;0
"1438";0,2;0,8;0;1;0
"1439";0,6;0,2;0,2;0;0
"1440";0,3;0,4;0,3;1;0
"1441";0,5;0,1;0;0;0
"1442";0,3;0,5;0,1;1;0
"1443";0,7;0,1;0;0;0
"1444";0,3;0,5;0,1;1;0
"1445";0,7;0,3;0;1;0
"1446";0,5;0,1;0,3;1;0
"1447";0,4;0,4;0,2;1;0
"1448";0,6;0,3;0;0;0
"1449";0,7;0;0;1;0
"1450";0,1;0,7;0,2;0;0
"1451";0,9;0;0;0;0
"1452";0,6;0,3;0,1;1;0
"1453";0,6;0;0,2;0;0
"1454";0,5;0,4;0;0;0
"1455";0;1;0;1;0
"1456";0,4;0;0,4;1;0
"1457";0,6;0,3;0,1;0;0
"1458";1;0;0;1;0
"1459";0,5;0,1;0,2;0;0
"1460";0,8;0,1;0;0;0
"1461";0,1;0,7;0;0;0
"1462";0,4;0;0;0;0
"1463";0,1;0,7;0,2;0;0
"1464";0,3;0,5;0,2;1;0
"1465";0,4;0,2;0,4;1;0
"1466";0,7;0,1;0,2;0;0
"1467";0,7;0,1;0;1;0
"1468";0;0,8;0;1;0
"1469";0,7;0,3;0;0;0
"1470";0,3;0,3;0,2;0;0
"1471";0,4;0,3;0,3;0;0
"1472";0,5;0;0,5;0;0
"1473";0,2;0,4;0;1;0
"1474";0,5;0,3;0;0;0
"1475";1;0;0;1;0
"1476";0,8;0,1;0;1;0
"1477";0,6;0,3;0;0;0
"1478";0;1;0;0;0
"1479";0,9;0;0,1;0;0
"1480";0,6;0,2;0;0;0
"1481";0,8;0,2;0;0;0
"1482";0,8;0,1;0;0;0
"1483";0,1;0,7;0,2;0;0
"1484";0,5;0,2;0,3;1;0
"1485";0,7;0,1;0;0;0
"1486";0,3;0,3;0,3;0;0
"1487";0,2;0,1;0,1;1;0
"1488";0,5;0,3;0,1;1;0
"1489";0,8;0;0,2;1;0
"1490";0,9;0,1;0;1;0
"1491";0,3;0,3;0,3;0;0
"1492";0,5;0,1;0,4;0;0
"1493";0;1;0;1;0
"1494";0,3;0,5;0,1;0;0
"1495";0,2;0,8;0;1;0
"1496";0,7;0,2;0;1;0
"1497";0;1;0;0;0
"1498";0,6;0,2;0,1;1;0
"1499";0,2;0,2;0,6;0;0
"1500";0,3;0,6;0,1;0;0
"1501";0,5;0,2;0,1;1;0
"1502";0,3;0,6;0,1;1;0
"1503";0,3;0,5;0,2;0;0
"1504";0,2;0,4;0,2;1;0
"1505";0,8;0,1;0,1;0;0
"1506";0,7;0;0,1;0;0
"1507";0,3;0,3;0,4;0;0
"1508";0,7;0,3;0;0;0
"1509";0,7;0,3;0;0;0
"1510";0,4;0,2;0,4;1;0
"1511";0,2;0,4;0,1;1;0
"1512";0,6;0,4;0;0;0
"1513";0,6;0,2;0;0;0
"1514";0;1;0;1;0
"1515";0;0,6;0,4;0;0
"1516";0;1;0;0;0
"1517";0,1;0,3;0,1;0;0
"1518";0,1;0,9;0;1;0
"1519";0;0,5;0,5;0;0
"1520";0,2;0,6;0,2;1;0
"1521";0,5;0,1;0,1;0;0
"1522";0;1;0;1;0
"1523";0,3;0,1;0,4;1;0
"1524";0,6;0,1;0,3;1;0
"1525";0,1;0,4;0,4;1;0
"1526";0,4;0,6;0;0;0
"1527";0,4;0,6;0;0;0
"1528";0,2;0,8;0;1;0
"1529";0,3;0,3;0,2;1;0
"1530";0,2;0,8;0;0;0
"1531";0,7;0,1;0;0;0
"1532";0,5;0,2;0,2;1;0
"1533";0,5;0;0,4;0;0
"1534";0;1;0;0;0
"1535";0,5;0,5;0;1;0
"1536";0,5;0,1;0;1;0
"1537";0,3;0,5;0;0;0
