"";"Q1";"Q3";"Q3_graph";"Q5";"Q5_graph";"Q8_graph";"Q8";"Q10";"Q12";"Q14";"Q16";"Q18";"Q20";"court";"imam";"elders";"killed";"wounded";"damaged";"displaced";"edu";"income";"female";"age";"unemployed";"urban_com";"com_exposure";"russ_pop";"lmaltitude";"ldistance_Grozny";"lcom_size";"rayon";"location"
"786";3;3;3;3;3;4;4;4;2;1;4;2;3;0;0;0;0;0;0;0;4;3;0;31;1;0;0;3;4,69134788222914;3,29583686600433;7,57507169950756;"groznenskiy";"Ilyinovskaya"
"787";2;4;4;3;3;2;2;2;1;2;2;2;2;0;0;0;0;0;NA;0;3;4;1;58;1;0;0;3;4,69134788222914;3,29583686600433;7,57507169950756;"groznenskiy";"Ilyinovskaya"
"788";2;1;1;3;3;4;5;2;2;1;2;2;3;0;0;0;0;0;1;0;4;4;0;27;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"789";3;1;1;3;3;2;2;1;1;1;3;1;1;1;0;1;0;0;0;0;6;2;1;41;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"790";1;1;1;1;1;1;1;2;1;3;3;2;2;0;0;0;0;0;2;0;5;3;1;25;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"791";1;1;1;2;2;1;1;2;2;1;4;1;1;1;0;0;0;0;1;0;5;4;1;21;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"792";3;1;1;3;3;1;1;1;1;1;1;1;3;0;0;0;0;0;0;0;5;3;0;25;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"793";2;1;1;1;1;2;2;2;2;1;2;1;1;0;0;0;0;0;2;1;6;NA;0;47;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"794";2;2;2;3;3;3;3;4;2;1;4;2;2;0;0;0;0;1;1;0;4;4;1;22;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"795";2;2;2;3;3;1;1;2;1;2;3;1;1;0;0;0;0;1;1;0;6;1;0;45;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"796";2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;2;0;6;4;1;19;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"797";2;2;2;3;3;1;1;2;1;1;1;4;2;0;0;1;0;0;2;0;4;2;1;18;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"798";3;3;3;2;2;2;2;3;3;1;1;1;1;0;0;0;0;0;1;0;6;5;0;47;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"799";3;3;3;3;3;2;2;2;1;1;1;1;2;0;0;0;0;0;2;0;6;5;0;31;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"800";2;3;3;3;3;3;3;2;3;1;3;3;3;0;0;0;0;0;1;0;6;4;0;33;1;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"801";3;3;3;2;2;2;2;3;1;4;1;1;1;0;0;0;0;0;2;0;6;5;0;28;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"802";3;3;3;3;3;4;4;2;3;1;3;2;4;0;0;0;0;0;1;0;6;4;0;29;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"803";1;4;4;1;1;3;3;1;1;2;2;1;3;0;1;1;0;0;1;0;5;4;1;39;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"804";2;4;4;4;4;4;5;2;1;1;1;2;2;0;0;1;0;1;2;0;5;5;0;44;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"805";3;4;4;2;2;2;2;2;2;1;2;2;2;0;1;1;0;0;0;0;6;2;1;29;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"806";3;4;4;3;3;4;4;2;2;1;3;3;4;0;0;0;0;0;1;0;5;3;1;18;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"807";3;5;4;3;3;1;1;2;3;1;4;3;1;0;0;0;0;0;2;0;5;1;1;26;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"808";2;2;2;2;2;2;2;2;2;1;2;2;2;0;0;0;0;0;2;1;NA;5;1;21;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"809";2;2;2;5;4;1;1;2;1;4;3;3;3;0;0;0;0;1;1;0;NA;4;0;36;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"810";1;5;4;1;1;2;2;1;4;3;1;3;1;0;0;0;0;0;2;0;NA;1;1;18;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"811";3;5;4;2;2;4;4;4;1;1;3;3;2;0;0;0;0;0;1;0;NA;5;0;20;0;1;1;0;4,70953020131233;2,99573227355399;10,4839698274386;"argun";"argun"
"812";1;1;1;1;1;1;1;2;1;3;3;4;4;0;1;1;0;1;2;0;NA;1;0;18;0;0;1;0;4,90527477843843;3,40119738166216;9,35867416648188;"shali";"Mesker_Yurt"
"813";1;1;1;4;4;4;4;2;2;1;1;2;2;0;0;0;0;0;0;0;NA;3;0;29;0;0;1;0;4,90527477843843;3,40119738166216;9,35867416648188;"shali";"Mesker_Yurt"
"814";2;2;2;2;2;2;2;2;2;2;4;2;2;0;0;0;0;0;2;1;NA;1;0;28;0;0;1;0;4,90527477843843;3,40119738166216;9,35867416648188;"shali";"Mesker_Yurt"
"815";3;2;2;4;4;2;2;2;2;2;2;4;3;0;0;1;0;0;2;0;NA;4;0;24;0;0;1;0;4,90527477843843;3,40119738166216;9,35867416648188;"shali";"Mesker_Yurt"
"816";1;1;1;1;1;1;1;1;1;1;4;4;1;0;0;1;0;0;2;1;5;3;1;34;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi"
"817";2;1;1;2;2;2;2;3;2;1;2;1;1;0;1;0;0;0;0;1;4;4;1;37;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi"
"818";1;1;1;1;1;1;1;1;1;2;1;2;1;0;0;0;0;1;2;0;4;4;1;25;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi"
"819";1;1;1;1;1;1;1;2;2;2;3;1;1;0;0;0;0;1;1;0;3;5;0;21;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi"
"820";1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;2;0;5;3;1;35;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi"
"821";1;1;1;1;1;1;1;1;1;1;4;1;1;0;0;0;0;0;2;0;6;4;0;28;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi"
"822";1;1;1;1;1;2;2;2;2;1;1;1;1;0;1;0;0;0;1;0;4;3;0;21;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi"
"823";1;1;1;1;1;1;1;3;1;1;2;1;1;1;0;0;0;0;0;0;4;5;0;20;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi"
"824";3;2;2;1;1;2;2;3;1;2;4;2;2;0;0;0;0;1;1;1;3;4;1;49;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi"
"825";3;2;2;2;2;2;2;2;2;2;2;2;3;0;0;0;0;0;2;0;4;5;0;19;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi"
"826";2;2;2;3;3;4;5;2;3;3;3;4;4;0;1;0;0;0;2;0;5;3;0;26;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi"
"827";2;3;3;4;4;3;3;1;2;2;3;2;2;0;0;0;0;1;2;1;4;6;0;22;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi"
"828";3;3;3;1;1;2;2;3;3;1;2;1;1;0;0;0;0;0;2;NA;3;NA;0;22;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi"
"829";3;3;3;3;3;2;2;2;2;3;2;3;2;1;0;0;0;0;0;0;5;4;1;26;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi"
"830";3;3;3;3;3;3;3;3;3;3;3;3;3;1;0;0;0;0;0;0;3;1;1;36;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi"
"831";4;4;4;3;3;2;2;2;1;4;1;2;1;0;1;0;0;0;2;0;5;4;0;27;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi"
"832";2;4;4;3;3;2;2;2;2;1;1;4;4;0;1;0;0;0;1;0;3;4;1;20;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi"
"833";1;4;4;1;1;1;1;1;2;1;1;1;1;0;1;0;0;NA;2;0;6;2;1;52;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi"
"834";3;5;4;1;1;2;2;2;1;4;1;1;3;0;1;0;0;1;2;0;2;2;0;18;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi"
"835";3;5;4;3;3;2;2;3;2;3;2;3;3;0;0;0;0;0;2;0;3;1;0;20;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi"
"836";3;5;4;1;1;1;1;3;2;1;2;1;3;1;0;0;0;0;0;0;3;3;1;27;0;0;0;0;5,4249500174814;3,46573590279973;9,51995515442751;"urus-martan";"gekhi"
"837";2;1;1;1;1;4;5;1;1;1;1;4;1;0;0;0;0;1;2;0;NA;5;0;63;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"838";2;2;2;1;1;2;2;2;2;2;2;2;2;0;0;0;0;0;2;0;NA;2;0;29;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"839";2;2;2;2;2;1;1;2;2;1;1;3;1;0;0;0;0;1;0;0;NA;2;1;19;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"840";2;2;2;2;2;2;2;2;2;2;2;2;2;0;1;1;0;0;2;1;NA;4;1;33;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"841";4;2;2;4;4;4;4;4;2;1;4;4;3;0;0;0;0;0;0;0;NA;6;1;24;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"842";3;4;4;3;3;NA;NA;3;1;1;1;1;3;1;1;1;0;1;2;0;NA;4;1;54;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"843";4;1;1;1;1;1;1;1;1;1;1;4;1;0;0;0;0;0;1;0;4;5;0;56;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"844";2;1;1;2;2;2;2;3;3;1;1;2;3;0;0;0;0;1;2;0;2;6;1;68;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"845";3;1;1;2;2;2;2;1;3;1;1;2;1;1;0;0;0;0;2;0;4;4;0;48;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"846";2;2;2;3;3;4;5;1;1;1;1;2;1;0;0;0;0;0;1;NA;6;5;1;29;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"847";4;2;2;3;3;2;2;2;3;2;1;2;2;0;1;0;0;1;1;1;6;2;0;28;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"848";2;3;3;3;3;1;1;2;1;1;3;2;1;0;0;0;0;0;0;0;5;5;1;20;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"849";3;2;2;3;3;1;1;2;3;1;2;1;1;0;1;1;0;0;1;0;6;NA;0;40;0;0;1;4;5,6021188208797;3,98898404656427;9,29679325970638;"subzhenskiy";"Assinovskaya"
"850";3;3;3;1;1;1;1;2;3;1;3;1;1;1;0;1;0;1;2;1;6;NA;0;30;0;0;1;4;5,6021188208797;3,98898404656427;9,29679325970638;"subzhenskiy";"Assinovskaya"
"851";3;4;4;3;3;3;3;2;1;1;1;1;1;1;0;1;0;0;1;1;6;4;0;45;0;0;1;4;5,6021188208797;3,98898404656427;9,29679325970638;"subzhenskiy";"Assinovskaya"
"852";1;1;1;1;1;1;1;4;1;1;1;2;1;0;0;0;0;0;1;0;3;4;0;60;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"853";3;3;3;3;3;1;1;2;3;1;1;3;1;0;1;1;0;0;2;0;6;3;0;60;0;0;0;0;5,48063892334199;3,85014760171006;7,85631957140659;"urus-martan";"Jandi"
"854";3;3;3;3;3;3;3;2;3;3;3;3;1;0;1;1;0;1;1;0;6;3;0;65;0;0;0;0;5,48063892334199;3,85014760171006;7,85631957140659;"urus-martan";"Jandi"
"855";3;3;3;1;1;3;3;2;3;2;3;3;3;0;0;0;0;0;1;0;6;4;0;27;0;0;0;0;5,48063892334199;3,85014760171006;7,85631957140659;"urus-martan";"Jandi"
"856";2;4;4;2;2;2;2;2;2;1;3;2;2;0;0;0;0;1;2;0;6;3;1;29;0;0;0;0;5,48063892334199;3,85014760171006;7,85631957140659;"urus-martan";"Jandi"
"857";4;1;1;3;3;1;1;1;1;1;1;4;3;0;0;0;0;0;2;0;4;3;1;35;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"858";1;1;1;4;4;2;2;1;1;1;1;1;2;0;0;0;0;0;1;0;4;4;0;42;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"859";4;1;1;3;3;3;3;3;2;1;1;4;1;0;0;0;0;0;0;0;4;6;1;23;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"860";2;1;1;2;2;2;2;2;2;1;2;2;1;0;0;0;0;NA;1;1;4;3;1;38;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"861";1;1;1;1;1;4;4;2;1;1;1;4;2;0;0;0;0;0;2;1;3;5;0;57;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"862";1;1;1;3;3;1;1;1;1;1;1;2;1;0;1;1;0;0;2;0;5;4;0;38;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"863";1;1;1;3;3;3;3;3;3;1;1;3;3;0;0;1;0;NA;2;1;3;3;1;24;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"864";2;2;2;2;2;1;1;2;2;1;2;1;2;0;1;0;0;0;2;0;3;4;0;40;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"865";3;2;2;2;2;2;2;4;1;1;3;2;3;0;0;0;0;0;1;0;4;5;0;27;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"866";2;2;2;4;4;4;4;2;2;1;2;2;3;0;0;0;0;1;2;1;6;4;0;27;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"867";2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;1;2;0;2;4;0;40;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"868";1;2;2;3;3;2;2;2;1;1;1;2;2;0;0;0;0;0;1;0;3;4;1;30;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"869";2;2;2;4;4;4;4;3;1;1;3;2;3;0;0;0;0;0;0;0;3;5;1;26;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"870";2;2;2;2;2;2;2;2;2;1;1;2;2;0;0;0;0;0;0;0;6;3;0;45;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"871";1;3;3;3;3;2;2;3;3;1;1;2;2;0;0;0;0;NA;2;0;6;3;1;27;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"872";2;3;3;1;1;2;2;2;2;1;2;1;2;0;0;1;0;1;2;0;6;3;0;24;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"873";2;3;3;4;4;3;3;2;1;1;3;1;2;0;0;0;0;0;2;1;2;5;1;54;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"874";3;4;4;5;4;2;2;2;3;1;3;4;3;0;0;0;0;0;2;0;5;3;1;31;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"875";1;4;4;1;1;2;2;1;1;1;1;2;3;0;0;0;0;0;0;0;6;4;1;33;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"876";1;5;4;3;3;2;2;2;1;1;2;2;2;0;0;0;0;1;2;1;3;3;1;35;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"877";2;4;4;1;1;3;3;3;3;1;3;2;2;0;0;0;0;0;2;0;4;6;1;30;0;0;0;0;5,48063892334199;3,85014760171006;7,85631957140659;"urus-martan";"Jandi"
"878";1;3;3;3;3;3;3;2;1;1;1;1;1;0;0;0;0;0;2;0;3;4;1;57;0;0;1;0;6,42648845745769;4,02535169073515;7,83320394864106;"shatoi";"Shatoi"
"879";2;1;1;3;3;1;1;2;1;1;3;1;1;0;0;0;0;0;0;0;3;3;1;18;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"880";2;2;2;2;2;2;2;1;2;1;2;2;2;0;0;0;0;1;0;1;6;5;1;26;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"881";2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;NA;0;6;4;0;21;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"882";3;2;2;2;2;1;1;4;2;1;1;3;4;0;1;0;0;1;2;0;6;4;1;30;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"883";2;2;2;2;2;2;2;2;2;1;1;1;2;0;0;0;0;0;NA;0;6;5;0;31;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"884";2;3;3;3;3;3;3;3;2;1;3;2;3;0;0;0;0;1;2;1;6;5;1;33;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"885";3;4;4;3;3;1;1;4;3;1;1;2;3;0;0;0;0;1;2;0;6;5;1;28;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"886";2;4;4;2;2;1;1;2;2;1;1;2;1;0;0;0;0;0;2;1;6;5;0;23;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"887";2;4;4;4;4;4;4;1;4;1;1;3;1;0;0;0;0;0;NA;0;6;4;1;71;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"888";2;4;4;2;2;4;4;1;3;1;4;3;1;0;0;0;0;0;0;0;3;5;1;48;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"889";2;4;4;3;3;1;1;2;2;1;3;2;1;0;0;0;0;0;2;0;6;4;0;46;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"890";2;1;1;1;1;1;1;4;1;1;1;1;1;0;0;1;0;0;0;0;6;5;0;60;0;1;0;9;4,00733318523247;3,68887945411394;10,8667954491733;"gudermes";"Gudermes"
"891";2;1;1;1;1;1;1;3;1;1;3;2;1;0;0;0;0;1;NA;1;3;5;1;25;0;1;0;9;4,00733318523247;3,68887945411394;10,8667954491733;"gudermes";"Gudermes"
"892";1;1;1;4;4;1;1;4;1;1;1;1;1;0;0;0;0;1;NA;1;4;4;1;57;0;1;0;9;4,00733318523247;3,68887945411394;10,8667954491733;"gudermes";"Gudermes"
"893";1;1;1;2;2;1;1;4;2;1;1;1;3;0;0;0;0;0;NA;0;5;4;1;28;0;1;0;9;4,00733318523247;3,68887945411394;10,8667954491733;"gudermes";"Gudermes"
"894";1;1;1;1;1;1;1;1;1;1;2;1;2;0;0;0;0;0;NA;0;6;5;1;56;0;1;0;9;4,00733318523247;3,68887945411394;10,8667954491733;"gudermes";"Gudermes"
"895";2;2;2;2;2;2;2;3;2;2;2;2;2;1;1;1;0;0;NA;1;6;4;0;29;0;1;0;9;4,00733318523247;3,68887945411394;10,8667954491733;"gudermes";"Gudermes"
"896";2;2;2;4;4;4;4;2;1;1;1;1;2;0;0;0;0;1;NA;0;3;4;0;52;0;1;0;9;4,00733318523247;3,68887945411394;10,8667954491733;"gudermes";"Gudermes"
"897";2;2;2;3;3;2;2;2;2;1;1;4;3;0;0;0;0;0;NA;0;4;5;1;39;0;1;0;9;4,00733318523247;3,68887945411394;10,8667954491733;"gudermes";"Gudermes"
"898";2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;NA;1;6;6;0;31;0;1;0;9;4,00733318523247;3,68887945411394;10,8667954491733;"gudermes";"Gudermes"
"899";2;3;3;1;1;4;5;2;1;1;2;4;4;0;1;1;0;0;NA;0;6;6;0;65;0;1;0;9;4,00733318523247;3,68887945411394;10,8667954491733;"gudermes";"Gudermes"
"900";4;3;3;3;3;4;4;4;3;1;1;1;4;0;0;0;0;1;NA;0;3;5;1;40;0;1;0;9;4,00733318523247;3,68887945411394;10,8667954491733;"gudermes";"Gudermes"
"901";2;3;3;1;1;1;1;1;2;1;1;1;1;0;0;0;0;1;NA;0;5;4;1;36;0;1;0;9;4,00733318523247;3,68887945411394;10,8667954491733;"gudermes";"Gudermes"
"902";1;3;3;3;3;3;3;3;2;1;3;1;1;0;0;0;0;0;NA;0;4;4;1;50;0;1;0;9;4,00733318523247;3,68887945411394;10,8667954491733;"gudermes";"Gudermes"
"903";1;4;4;4;4;4;4;4;4;1;4;1;2;0;0;0;0;1;NA;0;3;5;1;62;0;1;0;9;4,00733318523247;3,68887945411394;10,8667954491733;"gudermes";"Gudermes"
"904";2;4;4;4;4;2;2;1;2;1;1;1;1;0;0;0;0;0;NA;1;4;4;1;59;0;1;0;9;4,00733318523247;3,68887945411394;10,8667954491733;"gudermes";"Gudermes"
"905";1;2;2;2;2;1;1;2;1;1;2;2;1;0;0;0;0;0;2;0;3;5;1;41;0;0;0;0;4,70048036579242;3,78418963391826;7,86018505747217;"gudermes";"Shuani"
"906";2;4;4;2;2;1;1;2;2;1;1;2;2;0;0;0;0;1;2;0;6;5;1;25;0;0;0;0;4,70048036579242;3,78418963391826;7,86018505747217;"gudermes";"Shuani"
"907";1;4;4;4;4;4;4;1;1;1;4;4;4;0;0;0;0;0;NA;0;6;4;1;23;0;0;0;0;4,70048036579242;3,78418963391826;7,86018505747217;"gudermes";"Shuani"
"908";1;4;4;2;2;4;4;3;1;1;1;3;2;0;0;0;0;0;NA;0;4;4;1;31;0;0;0;0;4,70048036579242;3,78418963391826;7,86018505747217;"gudermes";"Shuani"
"909";3;4;4;3;3;2;2;3;3;2;3;2;1;0;0;0;0;0;NA;0;6;4;1;25;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"910";3;4;4;1;1;2;2;4;2;1;2;2;4;0;0;0;0;0;NA;0;3;5;0;38;0;0;0;0;4,70048036579242;3,78418963391826;7,86018505747217;"gudermes";"Shuani"
"911";2;2;2;2;2;2;2;2;2;1;1;4;2;0;1;1;0;NA;NA;0;6;4;0;45;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"912";2;2;2;3;3;4;4;4;2;3;3;2;2;0;0;0;0;0;2;0;6;5;1;33;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"913";3;2;2;2;2;2;2;2;2;1;3;2;2;0;0;0;0;0;0;0;6;5;0;35;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"914";4;5;4;3;3;2;2;2;2;3;2;2;4;0;0;0;0;1;1;0;6;4;0;26;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"915";1;2;2;2;2;3;3;2;2;2;2;2;2;0;0;0;0;1;0;0;NA;5;0;21;0;0;0;0;5,15905529921453;3,40119738166216;9,37957668922148;"shali";"Germenchuk"
"916";3;2;2;3;3;4;5;2;3;3;2;3;2;0;0;0;0;0;2;0;NA;1;0;37;0;0;0;0;5,15905529921453;3,40119738166216;9,37957668922148;"shali";"Germenchuk"
"917";1;4;4;2;2;2;2;3;2;2;3;2;2;0;0;0;0;0;2;0;NA;5;0;27;0;0;0;0;5,15905529921453;3,40119738166216;9,37957668922148;"shali";"Germenchuk"
"918";2;5;4;3;3;2;2;3;1;2;1;3;1;0;0;0;0;1;2;0;NA;3;0;22;0;0;0;0;5,15905529921453;3,40119738166216;9,37957668922148;"shali";"Germenchuk"
"919";1;5;4;1;1;2;2;2;4;2;1;2;1;0;0;0;0;0;0;1;NA;2;1;25;0;0;0;0;5,15905529921453;3,40119738166216;9,37957668922148;"shali";"Germenchuk"
"920";1;1;1;1;1;1;1;3;1;1;1;1;1;1;0;0;0;0;2;0;5;5;1;22;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"921";3;1;1;2;2;1;1;3;3;3;4;1;2;1;0;0;0;0;2;0;3;2;1;27;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"922";1;1;1;1;1;1;1;3;1;1;1;1;1;0;0;0;0;1;2;0;4;5;1;28;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"923";2;2;2;3;3;2;2;2;2;3;1;2;2;0;0;0;0;0;2;0;3;5;1;48;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"924";2;2;2;3;3;2;2;2;2;1;2;2;2;0;0;1;0;0;2;0;3;5;0;44;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"925";2;2;2;2;2;2;2;2;2;2;2;2;2;0;1;1;0;1;2;0;6;5;0;37;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"926";3;3;3;3;3;2;2;2;2;1;1;2;2;0;0;0;0;0;2;0;NA;5;1;27;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"927";3;3;3;3;3;3;3;3;3;1;3;3;3;0;0;0;0;0;0;0;NA;4;0;39;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"928";3;3;3;3;3;2;2;2;2;1;1;1;1;1;0;0;0;1;NA;0;1;5;0;35;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"929";1;3;3;3;3;3;3;4;3;2;3;2;3;0;1;1;0;0;2;0;5;3;0;20;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
"930";2;4;4;3;3;2;2;3;2;1;1;2;1;0;0;0;0;0;0;1;NA;3;0;47;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny"
